Altitude Sports | https://xameleon.phantemlis.top/one/secure/0e8cd10db09b4e2b2ee7140984b168e1/1789369670/premium923/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/one/secure/0e8cd10db09b4e2b2ee7140984b168e1/1789369670/premium923/index.m3u8: Server returned 403 Forbidden (access denied)
[LaLiga Hypermotion] Real Valladolid vs Real Oviedo | LaLiga Hypermotion (STRMXHD) | https://khala.futlivehd.com/global/laligahypermotion/index.m3u8?token=e19038a23377679d78a2814861f81fe3d64f6561-1d-1789385428-1789331428 | HTTP 403 | https://khala.futlivehd.com/global/laligahypermotion/index.m3u8?token=e19038a23377679d78a2814861f81fe3d64f6561-1d-1789385428-1789331428: Server returned 403 Forbidden (access denied)
[LaLiga] Celta de Vigo vs Málaga | ESPN + (STRMXHD) | https://khala.futlivehd.com/global/espnplus1/index.m3u8?token=29bf9746fd087a99cd3fa8a2c12f4b157b5e6049-02-1789385420-1789331420 | HTTP 403 | https://khala.futlivehd.com/global/espnplus1/index.m3u8?token=29bf9746fd087a99cd3fa8a2c12f4b157b5e6049-02-1789385420-1789331420: Server returned 403 Forbidden (access denied)
[LaLiga] Celta de Vigo vs Málaga | DAZN LaLiga (STRMXHD) | https://khala.futlivehd.com/global/daznlaliga/index.m3u8?token=473cbc62898bd1223625930fc207a33a55e99920-a5-1789385420-1789331420 | HTTP 403 | https://khala.futlivehd.com/global/daznlaliga/index.m3u8?token=473cbc62898bd1223625930fc207a33a55e99920-a5-1789385420-1789331420: Server returned 403 Forbidden (access denied)
[LaLiga Hypermotion] Sporting Gijón vs Eldense | LaLiga Hypermotion (STRMXHD) | https://khala.futlivehd.com/global/laligahypermotion/index.m3u8?token=0d85d83e4094781c8a7deec9cdc6eea4f643bab9-eb-1789385428-1789331428 | HTTP 403 | https://khala.futlivehd.com/global/laligahypermotion/index.m3u8?token=0d85d83e4094781c8a7deec9cdc6eea4f643bab9-eb-1789385428-1789331428: Server returned 403 Forbidden (access denied)
[LaLiga] Celta de Vigo vs Málaga | ESPN 4 (STRMXHD) | https://khala.futlivehd.com/global/espn4/index.m3u8?token=c55e56258cffdc3bda399ebb58bd7fa95afc2d8e-b4-1789389043-1789335043 | HTTP 403 | https://khala.futlivehd.com/global/espn4/index.m3u8?token=c55e56258cffdc3bda399ebb58bd7fa95afc2d8e-b4-1789389043-1789335043: Server returned 403 Forbidden (access denied)
[LaLiga Hypermotion] Tenerife vs Leganés | LaLiga Hypermotion (STRMXHD) | https://khala.futlivehd.com/global/laligahypermotion/index.m3u8?token=4fc69be5c9fc0d5863b31cffdfeb5910fb5d7dba-79-1789385428-1789331428 | HTTP 403 | https://khala.futlivehd.com/global/laligahypermotion/index.m3u8?token=4fc69be5c9fc0d5863b31cffdfeb5910fb5d7dba-79-1789385428-1789331428: Server returned 403 Forbidden (access denied)
[LaLiga] Celta de Vigo vs Málaga | ESPN Deportes (STRMXHD) | https://khala.futlivehd.com/global/espndeportes/index.m3u8?token=14cec24e53304a0197ce94051728fa9e1f6d7eae-75-1789385420-1789331420 | HTTP 403 | https://khala.futlivehd.com/global/espndeportes/index.m3u8?token=14cec24e53304a0197ce94051728fa9e1f6d7eae-75-1789385420-1789331420: Server returned 403 Forbidden (access denied)
[F1] Spanish Grand Prix - Race | Main Feed (FUTBOLX) | https://on.futtv.nx.kg/f1-sky/index.m3u8 | HTTP 404 | https://on.futtv.nx.kg/f1-sky/index.m3u8: Server returned 404 Not Found
[F1] Spanish Grand Prix - Race | Alt Feed 1 (FUTBOLX) | https://on.futtv.nx.kg/f1-ap/index.m3u8 | HTTP 404 | https://on.futtv.nx.kg/f1-ap/index.m3u8: Server returned 404 Not Found
[LaLiga] Getafe vs Deportivo La Coruña | DSports (STRMXHD) | https://khala.futlivehd.com/global/dsports/index.m3u8?token=a4785952fc6b3d8d310bc239656299180b33eabe-97-1789385421-1789331421 | HTTP 403 | https://khala.futlivehd.com/global/dsports/index.m3u8?token=a4785952fc6b3d8d310bc239656299180b33eabe-97-1789385421-1789331421: Server returned 403 Forbidden (access denied)
[LaLiga] Getafe vs Deportivo La Coruña | ESPN + (STRMXHD) | https://khala.futlivehd.com/global/espnplus3/index.m3u8?token=baf4fa23d38bb1f692640a29543f2505da05580c-3a-1789385421-1789331421 | HTTP 403 | https://khala.futlivehd.com/global/espnplus3/index.m3u8?token=baf4fa23d38bb1f692640a29543f2505da05580c-3a-1789385421-1789331421: Server returned 403 Forbidden (access denied)
[LaLiga] Levante vs Barcelona | ESPN Deportes (STRMXHD) | https://khala.futlivehd.com/global/espndeportes/index.m3u8?token=931552bcdec770e512994c70697e691a5b4d03d0-e6-1789385421-1789331421 | HTTP 403 | https://khala.futlivehd.com/global/espndeportes/index.m3u8?token=931552bcdec770e512994c70697e691a5b4d03d0-e6-1789385421-1789331421: Server returned 403 Forbidden (access denied)
[LaLiga] Levante vs Barcelona | ESPN + (STRMXHD) | https://khala.futlivehd.com/global/espnplus2/index.m3u8?token=7d9fe2f6e4f638d63a7079971246f9b4f3c2f33f-4d-1789385420-1789331420 | HTTP 403 | https://khala.futlivehd.com/global/espnplus2/index.m3u8?token=7d9fe2f6e4f638d63a7079971246f9b4f3c2f33f-4d-1789385420-1789331420: Server returned 403 Forbidden (access denied)
[LaLiga] Levante vs Barcelona | DSports (STRMXHD) | https://khala.futlivehd.com/global/dsports/index.m3u8?token=aa6772735fbec9ffae8a720dc2ba344a76eda7ba-c6-1789385420-1789331420 | HTTP 403 | https://khala.futlivehd.com/global/dsports/index.m3u8?token=aa6772735fbec9ffae8a720dc2ba344a76eda7ba-c6-1789385420-1789331420: Server returned 403 Forbidden (access denied)
[LaLiga] Getafe vs Deportivo La Coruña | M LaLiga (STRMXHD) | https://khala.futlivehd.com/global/mlaliga/index.m3u8?token=0dea68bac6ff4690f941ebe2a90c16412adb2ef9-1c-1789385421-1789331421 | HTTP 403 | https://khala.futlivehd.com/global/mlaliga/index.m3u8?token=0dea68bac6ff4690f941ebe2a90c16412adb2ef9-1c-1789385421-1789331421: Server returned 403 Forbidden (access denied)
[LaLiga] Levante vs Barcelona | M LaLiga (STRMXHD) | https://khala.futlivehd.com/global/mlaliga/index.m3u8?token=9fc82a4e296524ebc1370f60a4c519d13d17ba77-15-1789385420-1789331420 | HTTP 403 | https://khala.futlivehd.com/global/mlaliga/index.m3u8?token=9fc82a4e296524ebc1370f60a4c519d13d17ba77-15-1789385420-1789331420: Server returned 403 Forbidden (access denied)
[LaLiga] Real Sociedad vs Atlético Madrid | DAZN LaLiga (STRMXHD) | https://khala.futlivehd.com/global/daznlaliga/index.m3u8?token=7cf33a616c9e4902ceeb891ec9c117b052dbcef5-40-1789385421-1789331421 | HTTP 403 | https://khala.futlivehd.com/global/daznlaliga/index.m3u8?token=7cf33a616c9e4902ceeb891ec9c117b052dbcef5-40-1789385421-1789331421: Server returned 403 Forbidden (access denied)
[LaLiga] Real Sociedad vs Atlético Madrid | ESPN + (STRMXHD) | https://khala.futlivehd.com/global/espnplus4/index.m3u8?token=6eafce74109f9ccc5e19847ade8c30bb3c9bdf6c-23-1789385421-1789331421 | HTTP 403 | https://khala.futlivehd.com/global/espnplus4/index.m3u8?token=6eafce74109f9ccc5e19847ade8c30bb3c9bdf6c-23-1789385421-1789331421: Server returned 403 Forbidden (access denied)
[LaLiga] Real Sociedad vs Atlético Madrid | DSports (STRMXHD) | https://khala.futlivehd.com/global/dsports/index.m3u8?token=7d35a5658524592597160c4ab228f9a6b1634233-60-1789385421-1789331421 | HTTP 403 | https://khala.futlivehd.com/global/dsports/index.m3u8?token=7d35a5658524592597160c4ab228f9a6b1634233-60-1789385421-1789331421: Server returned 403 Forbidden (access denied)
[Liga 1] Atlético Grau vs Alianza Atlético | Español 1 (PLIBRE) | https://am91cm5leQ.fubo18.com:443/liga1max/mono.m3u8?token=fa9e29c82964caa42152738e15dc354b5492957a-5d-1789357516-1789339516 | HTTP 403 | https://am91cm5leQ.fubo18.com:443/liga1max/mono.m3u8?token=fa9e29c82964caa42152738e15dc354b5492957a-5d-1789357516-1789339516: Server returned 403 Forbidden (access denied)
[Liga 1] Atlético Grau vs Alianza Atlético | L1 Max (STRMXHD) | https://khala.futlivehd.com/global/l1max/index.m3u8?token=dc078c3f8519e8f802b135f2072fd8fb475cca7f-9a-1789385423-1789331423 | HTTP 403 | https://khala.futlivehd.com/global/l1max/index.m3u8?token=dc078c3f8519e8f802b135f2072fd8fb475cca7f-9a-1789385423-1789331423: Server returned 403 Forbidden (access denied)
[Laliga] Real Sociedad vs Atlètico Madrid | Main Feed (FUTBOLX) | https://on.futtv.nx.kg/atm/index.m3u8 | HTTP 404 | https://on.futtv.nx.kg/atm/index.m3u8: Server returned 404 Not Found
[Liga 1] CD Moquegua vs Sporting Cristal | L1 Max (STRMXHD) | https://khala.futlivehd.com/global/l1max/index.m3u8?token=cb5466a1bd159feb2f45ae196b66d68409ad5509-4d-1789385423-1789331423 | HTTP 403 | https://khala.futlivehd.com/global/l1max/index.m3u8?token=cb5466a1bd159feb2f45ae196b66d68409ad5509-4d-1789385423-1789331423: Server returned 403 Forbidden (access denied)
[Liga 1] Sport Boys vs Deportivo Garcilaso | L1 Max (STRMXHD) | https://khala.futlivehd.com/global/l1max/index.m3u8?token=166bdc5622bb52000fa00500827ce0f1c319c390-9c-1789385423-1789331423 | HTTP 403 | https://khala.futlivehd.com/global/l1max/index.m3u8?token=166bdc5622bb52000fa00500827ce0f1c319c390-9c-1789385423-1789331423: Server returned 403 Forbidden (access denied)
[Laliga] Celta Vigo vs Malaga | Main Feed (FUTBOLX) | https://off.futtv.nx.kg/celta/index.m3u8 | HTTP 404 | https://off.futtv.nx.kg/celta/index.m3u8: Server returned 404 Not Found
[Liga BetPlay] Atlético Nacional vs Rionegro Águilas 2 (STP) | https://7.domhsd.com:443/global/winplus/index.m3u8?token=0b966e49c7f57547daed9f722ce977af6433f9a4-85-1789385414-1789331414 | HTTP 403 | https://7.domhsd.com:443/global/winplus/index.m3u8?token=0b966e49c7f57547daed9f722ce977af6433f9a4-85-1789385414-1789331414: Server returned 403 Forbidden (access denied)
[Liga BetPlay] Atlético Nacional vs Rionegro Águilas 1 (STP) | https://93.domhsd.com:443/global/fanatiz9/index.m3u8?token=7ea21e6a9b6b14b431296b6c63d2160f7a34b6d3-cc-1789385414-1789331414 | HTTP 403 | https://93.domhsd.com:443/global/fanatiz9/index.m3u8?token=7ea21e6a9b6b14b431296b6c63d2160f7a34b6d3-cc-1789385414-1789331414: Server returned 403 Forbidden (access denied)
[Liga BetPlay] Cúcuta Deportivo vs Millonarios 1 (STP) | https://17.domhsd.com:443/global/fanatiz14/index.m3u8?token=4be8a043bbfd50b405f94ddfa5c2a6b04ebf1454-2b-1789385417-1789331417 | HTTP 403 | https://17.domhsd.com:443/global/fanatiz14/index.m3u8?token=4be8a043bbfd50b405f94ddfa5c2a6b04ebf1454-2b-1789385417-1789331417: Server returned 403 Forbidden (access denied)
[Liga BetPlay] Cúcuta Deportivo vs Millonarios 2 (STP) | https://47.domhsd.com:443/global/winplus/index.m3u8?token=0c66c0682c75895fc0e743de87362077cef6e6d4-30-1789385417-1789331417 | HTTP 403 | https://47.domhsd.com:443/global/winplus/index.m3u8?token=0c66c0682c75895fc0e743de87362077cef6e6d4-30-1789385417-1789331417: Server returned 403 Forbidden (access denied)
[Liga BetPlay] Once Caldas vs Deportivo Cali 1 (STP) | https://193.domhsd.com:443/global/fanatiz12/index.m3u8?token=a847a33559d1373ce45a19a5f70a1823a376b272-25-1789385415-1789331415 | HTTP 403 | https://193.domhsd.com:443/global/fanatiz12/index.m3u8?token=a847a33559d1373ce45a19a5f70a1823a376b272-25-1789385415-1789331415: Server returned 403 Forbidden (access denied)
[Liga BetPlay] Once Caldas vs Deportivo Cali 2 (STP) | https://98.domhsd.com:443/global/winplus/index.m3u8?token=4c89b0f2f003d8fd793530c5943ec1ea2f48a477-27-1789385416-1789331416 | HTTP 403 | https://98.domhsd.com:443/global/winplus/index.m3u8?token=4c89b0f2f003d8fd793530c5943ec1ea2f48a477-27-1789385416-1789331416: Server returned 403 Forbidden (access denied)
[Liga Chile] Audax Italiano vs O'Higgins | TNT Sports Chile (STRMXHD) | https://khala.futlivehd.com/global/tntsportschile/index.m3u8?token=ff5b26aeb66f1ec63a7640fa98d1b4a31b7ca4ea-fb-1789385425-1789331425 | HTTP 403 | https://khala.futlivehd.com/global/tntsportschile/index.m3u8?token=ff5b26aeb66f1ec63a7640fa98d1b4a31b7ca4ea-fb-1789385425-1789331425: Server returned 403 Forbidden (access denied)
[Liga Chile] Colo-Colo vs Deportes Concepción | TNT Sports Chile (STRMXHD) | https://khala.futlivehd.com/global/tntsportschile/index.m3u8?token=840168032bb538690c8a77a97223c3b6263d4aee-fd-1789385425-1789331425 | HTTP 403 | https://khala.futlivehd.com/global/tntsportschile/index.m3u8?token=840168032bb538690c8a77a97223c3b6263d4aee-fd-1789385425-1789331425: Server returned 403 Forbidden (access denied)
[Liga Chile] La Serena vs Universidad Chile | TNT Sports Chile (STRMXHD) | https://khala.futlivehd.com/global/tntsportschile/index.m3u8?token=e66b46f762918311da8b3b4dba1ba71324c4dbdb-7d-1789385425-1789331425 | HTTP 403 | https://khala.futlivehd.com/global/tntsportschile/index.m3u8?token=e66b46f762918311da8b3b4dba1ba71324c4dbdb-7d-1789385425-1789331425: Server returned 403 Forbidden (access denied)
[Liga Chile] Univ. Concepción vs Huachipato | TNT Sports Chile (STRMXHD) | https://khala.futlivehd.com/global/tntsportschile/index.m3u8?token=318880cf2053a4e8c16cb72dacb11cc5ef32fdb9-42-1789385425-1789331425 | HTTP 403 | https://khala.futlivehd.com/global/tntsportschile/index.m3u8?token=318880cf2053a4e8c16cb72dacb11cc5ef32fdb9-42-1789385425-1789331425: Server returned 403 Forbidden (access denied)
[Liga Colombia] Atlético Nacional vs Rionegro Águilas | Fanatiz (STRMXHD) | https://khala.futlivehd.com/global/fanatiz1/index.m3u8?token=9f6252c8b183215f44f897516e4dfd74e9b3714c-ae-1789385415-1789331415 | HTTP 403 | https://khala.futlivehd.com/global/fanatiz1/index.m3u8?token=9f6252c8b183215f44f897516e4dfd74e9b3714c-ae-1789385415-1789331415: Server returned 403 Forbidden (access denied)
[Liga Colombia] Atlético Nacional vs Rionegro Águilas | Win Sports (STRMXHD) | https://khala.futlivehd.com/global/winsports/index.m3u8?token=ed7d5c0ba92ed67c5d897a92ed98dcaf57e10bed-ae-1789385416-1789331416 | HTTP 403 | https://khala.futlivehd.com/global/winsports/index.m3u8?token=ed7d5c0ba92ed67c5d897a92ed98dcaf57e10bed-ae-1789385416-1789331416: Server returned 403 Forbidden (access denied)
[Laliga] Levante vs Barcelona | Main Feed En (FUTBOLX) | https://off.futtv.nx.kg/bar-en/index.m3u8 | HTTP 404 | https://off.futtv.nx.kg/bar-en/index.m3u8: Server returned 404 Not Found
[Laliga] Getafe vs La Coruna | Main Feed (FUTBOLX) | https://off.futtv.nx.kg/get/index.m3u8 | HTTP 404 | https://off.futtv.nx.kg/get/index.m3u8: Server returned 404 Not Found
[Laliga] Levante vs Barcelona | Alt Feed 1 Esp (FUTBOLX) | https://off.futtv.nx.kg/bar-es/index.m3u8 | HTTP 404 | https://off.futtv.nx.kg/bar-es/index.m3u8: Server returned 404 Not Found
[Liga Colombia] Atlético Nacional vs Rionegro Águilas | Win Sports + (STRMXHD) | https://khala.futlivehd.com/global/winplus/index.m3u8?token=e84e7284923a8a5aa8b3ee3ca6d8accda51199cf-f9-1789385416-1789331416 | HTTP 403 | https://khala.futlivehd.com/global/winplus/index.m3u8?token=e84e7284923a8a5aa8b3ee3ca6d8accda51199cf-f9-1789385416-1789331416: Server returned 403 Forbidden (access denied)
[Liga Colombia] Cúcuta Deportivo vs Millonarios | Fanatiz (STRMXHD) | https://khala.futlivehd.com/global/fanatiz3/index.m3u8?token=fabd9179bd71e3555053304aec670b8850044b40-2c-1789385416-1789331416 | HTTP 403 | https://khala.futlivehd.com/global/fanatiz3/index.m3u8?token=fabd9179bd71e3555053304aec670b8850044b40-2c-1789385416-1789331416: Server returned 403 Forbidden (access denied)
[Liga Colombia] Cúcuta Deportivo vs Millonarios | Win Sports + (STRMXHD) | https://khala.futlivehd.com/global/winplus/index.m3u8?token=2aa77459d83a540e4d9a4f34907d72b149cb7d43-f4-1789385416-1789331416 | HTTP 403 | https://khala.futlivehd.com/global/winplus/index.m3u8?token=2aa77459d83a540e4d9a4f34907d72b149cb7d43-f4-1789385416-1789331416: Server returned 403 Forbidden (access denied)
[Liga Colombia] Deportivo Pereira vs Atlético Bucaramanga | Win Sports (STRMXHD) | https://khala.futlivehd.com/global/winsports/index.m3u8?token=bf894f145ddd985065ed56a912cd32f53d52a927-d5-1789385415-1789331415 | HTTP 403 | https://khala.futlivehd.com/global/winsports/index.m3u8?token=bf894f145ddd985065ed56a912cd32f53d52a927-d5-1789385415-1789331415: Server returned 403 Forbidden (access denied)
[Liga Colombia] Deportivo Pereira vs Atlético Bucaramanga | Win Sports + (STRMXHD) | https://khala.futlivehd.com/global/winplus/index.m3u8?token=9505965358c548dd1e7258e3ecdef02eaf21d219-b0-1789385415-1789331415 | HTTP 403 | https://khala.futlivehd.com/global/winplus/index.m3u8?token=9505965358c548dd1e7258e3ecdef02eaf21d219-b0-1789385415-1789331415: Server returned 403 Forbidden (access denied)
[Liga Colombia] Once Caldas vs Deportivo Cali | Fanatiz (STRMXHD) | https://khala.futlivehd.com/global/fanatiz2/index.m3u8?token=607c0015618626bdc3b012f499b8616ac014bd21-e1-1789385416-1789331416 | HTTP 403 | https://khala.futlivehd.com/global/fanatiz2/index.m3u8?token=607c0015618626bdc3b012f499b8616ac014bd21-e1-1789385416-1789331416: Server returned 403 Forbidden (access denied)
[Liga Ecuador] Barcelona vs Delfín | Zapping EC (STRMXHD) | https://khala.futlivehd.com/global/zapping_ec/index.m3u8?token=230a1cb35650d3c57d9e2c8a845f0d878868131d-c2-1789385427-1789331427 | HTTP 403 | https://khala.futlivehd.com/global/zapping_ec/index.m3u8?token=230a1cb35650d3c57d9e2c8a845f0d878868131d-c2-1789385427-1789331427: Server returned 403 Forbidden (access denied)
[Liga Colombia] Once Caldas vs Deportivo Cali | Win Sports + (STRMXHD) | https://khala.futlivehd.com/global/winplus/index.m3u8?token=7c9217de05fb2b091f1c2fa2a9f571b8c9675f30-7f-1789385416-1789331416 | HTTP 403 | https://khala.futlivehd.com/global/winplus/index.m3u8?token=7c9217de05fb2b091f1c2fa2a9f571b8c9675f30-7f-1789385416-1789331416: Server returned 403 Forbidden (access denied)
[Liga Ecuador] Libertad vs Independiente del Valle | Evento 1 (STRMXHD) | https://khala.futlivehd.com/global/evento1/index.m3u8?token=eab3eb5135f5601350181bc35a0bab873cc41040-83-1789385427-1789331427 | HTTP 403 | https://khala.futlivehd.com/global/evento1/index.m3u8?token=eab3eb5135f5601350181bc35a0bab873cc41040-83-1789385427-1789331427: Server returned 403 Forbidden (access denied)
[Liga Ecuador] Leones del Norte vs Técnico Universitario | Zapping EC (STRMXHD) | https://khala.futlivehd.com/global/zapping_ec/index.m3u8?token=95cac27856bf0f166b4543ec03c82731d52e440c-f8-1789385426-1789331426 | HTTP 403 | https://khala.futlivehd.com/global/zapping_ec/index.m3u8?token=95cac27856bf0f166b4543ec03c82731d52e440c-f8-1789385426-1789331426: Server returned 403 Forbidden (access denied)
[Liga Ecuador] Macará vs Emelec | Zapping EC (STRMXHD) | https://khala.futlivehd.com/global/zapping_ec/index.m3u8?token=873a0177e0be3e8816bd3983ebb7b47a5f432732-5a-1789385426-1789331426 | HTTP 403 | https://khala.futlivehd.com/global/zapping_ec/index.m3u8?token=873a0177e0be3e8816bd3983ebb7b47a5f432732-5a-1789385426-1789331426: Server returned 403 Forbidden (access denied)
[Liga MX Femenil] América vs Tigres UANL | Vix 2 (STRMXHD) | https://khala.futlivehd.com/global/vix2/index.m3u8?token=277ae673e603b93e985ce7044b4a59bc64909c71-27-1789385429-1789331429 | HTTP 403 | https://khala.futlivehd.com/global/vix2/index.m3u8?token=277ae673e603b93e985ce7044b4a59bc64909c71-27-1789385429-1789331429: Server returned 403 Forbidden (access denied)
[Liga Guatemala] Cobán Imperial vs Comunicaciones | Eventos 4 (STRMXHD) | https://khala.futlivehd.com/global/evento4/index.m3u8?token=7087bfe9c7e3eaf96b125416d6ddcfe1596c06f6-ac-1789385429-1789331429 | HTTP 403 | https://khala.futlivehd.com/global/evento4/index.m3u8?token=7087bfe9c7e3eaf96b125416d6ddcfe1596c06f6-ac-1789385429-1789331429: Server returned 403 Forbidden (access denied)
[Liga Guatemala] Municipal vs Malacateco | Eventos 4 (STRMXHD) | https://khala.futlivehd.com/global/evento4/index.m3u8?token=97a11294c1a5e35599a475f8566f8a6c8879f7a3-1b-1789385429-1789331429 | HTTP 403 | https://khala.futlivehd.com/global/evento4/index.m3u8?token=97a11294c1a5e35599a475f8566f8a6c8879f7a3-1b-1789385429-1789331429: Server returned 403 Forbidden (access denied)
[Liga MX Femenil] Atlético San Luis vs Santos Laguna | Disney + (STRMXHD) | https://khala.futlivehd.com/global/disney24/index.m3u8?token=d3dacd21bb69d5a796475fbf1efb3ff218840a72-fa-1789385429-1789331429 | HTTP 403 | https://khala.futlivehd.com/global/disney24/index.m3u8?token=d3dacd21bb69d5a796475fbf1efb3ff218840a72-fa-1789385429-1789331429: Server returned 403 Forbidden (access denied)
[Liga MX] Santos Laguna vs Juárez | Español 1 (PLIBRE) | https://Ym9yZQ.fubo18.com:443/tudn/mono.m3u8?token=0cf3f0be9fae2bd9ee94c5655ec9c5651a7465e4-bd-1789357515-1789339515 | HTTP 403 | https://Ym9yZQ.fubo18.com:443/tudn/mono.m3u8?token=0cf3f0be9fae2bd9ee94c5655ec9c5651a7465e4-bd-1789357515-1789339515: Server returned 403 Forbidden (access denied)
[Liga MX] Santos Laguna vs Juárez | Español 2 (PLIBRE) | https://dglvz29s.fubo18.com:443/disney6/mono.m3u8?token=b86b5d27bbd71f6a5c9bc669d03b4aaac98dbb21-78-1789357515-1789339515 | HTTP 403 | https://dglvz29s.fubo18.com:443/disney6/mono.m3u8?token=b86b5d27bbd71f6a5c9bc669d03b4aaac98dbb21-78-1789357515-1789339515: Server returned 403 Forbidden (access denied)
[Liga MX] Guadalajara vs Pumas | Telemundo (STRMXHD) | https://khala.futlivehd.com/global/telemundo/index.m3u8?token=5653518749a69a7a9b2a50538db4bda28aa9cfe0-41-1789385417-1789331417 | HTTP 403 | https://khala.futlivehd.com/global/telemundo/index.m3u8?token=5653518749a69a7a9b2a50538db4bda28aa9cfe0-41-1789385417-1789331417: Server returned 403 Forbidden (access denied)
[Liga MX] Guadalajara vs Pumas | Prime Video (STRMXHD) | https://khala.futlivehd.com/global/amazon1/index.m3u8?token=9dc015ae091b2d831ea95f448b951852ba8f10f5-b9-1789385417-1789331417 | HTTP 403 | https://khala.futlivehd.com/global/amazon1/index.m3u8?token=9dc015ae091b2d831ea95f448b951852ba8f10f5-b9-1789385417-1789331417: Server returned 403 Forbidden (access denied)
[Liga MX] Guadalajara vs Pumas UNAM 1 (STP) | https://85.domhsd.com:443/global/telemundo/index.m3u8?token=e47b9da21f93ededf7fbf85ea41c0d7e3d3cd64a-8f-1789385417-1789331417 | HTTP 403 | https://85.domhsd.com:443/global/telemundo/index.m3u8?token=e47b9da21f93ededf7fbf85ea41c0d7e3d3cd64a-8f-1789385417-1789331417: Server returned 403 Forbidden (access denied)
[Liga MX] Santos Laguna vs Juárez 1 (STP) | https://7.domhsd.com:443/global/disney18/index.m3u8?token=faf8ba37f653224c63b1de9095cbe610fe2840cb-a2-1789385417-1789331417 | HTTP 403 | https://7.domhsd.com:443/global/disney18/index.m3u8?token=faf8ba37f653224c63b1de9095cbe610fe2840cb-a2-1789385417-1789331417: Server returned 403 Forbidden (access denied)
[Liga MX] Santos Laguna vs Juárez 2 (STP) | https://98.domhsd.com:443/global/espnmx/index.m3u8?token=6471dbed195f9564a5e0d51c5bc4880543a9b773-0e-1789385417-1789331417 | HTTP 403 | https://98.domhsd.com:443/global/espnmx/index.m3u8?token=6471dbed195f9564a5e0d51c5bc4880543a9b773-0e-1789385417-1789331417: Server returned 403 Forbidden (access denied)
[Liga MX] Santos Laguna vs Juárez | Disney + (STRMXHD) | https://khala.futlivehd.com/global/disney25/index.m3u8?token=e5439bd6aa79fdc4e2b546480c74b610c712c324-de-1789385416-1789331416 | HTTP 403 | https://khala.futlivehd.com/global/disney25/index.m3u8?token=e5439bd6aa79fdc4e2b546480c74b610c712c324-de-1789385416-1789331416: Server returned 403 Forbidden (access denied)
[Liga MX] Guadalajara vs Pumas UNAM | Español 1 (PLIBRE) | https://w5pdgvk.fubo18.com:443/telemundo/mono.m3u8?token=00439cd516be9b612199ad2458005ae553f1f80f-99-1789357516-1789339516 | HTTP error: Failed to perform, curl: (6) Could not resolve host: w5pdgvk.fubo18.com. See https://curl.se/libcurl/c/libcurl-errors.ht | https://w5pdgvk.fubo18.com:443/telemundo/mono.m3u8?token=00439cd516be9b612199ad2458005ae553f1f80f-99-1789357516-178
[Liga MX] Santos Laguna vs Juárez | Español 3 (PLIBRE) | https://c2f2zq.fubo18.com:443/espnmx/mono.m3u8?token=0d7f57a84975f64286b27d41ac5161d77da60090-68-1789357515-1789339515 | HTTP 403 | https://c2f2zq.fubo18.com:443/espnmx/mono.m3u8?token=0d7f57a84975f64286b27d41ac5161d77da60090-68-1789357515-1789339515: Server returned 403 Forbidden (access denied)
[Liga MX] Santos Laguna vs Juárez | Vix 4 (STRMXHD) | https://khala.futlivehd.com/global/vix4/index.m3u8?token=a1ce2f15b6521e280f05a1cbaf8fdead437d0c5a-f0-1789385417-1789331417 | HTTP 403 | https://khala.futlivehd.com/global/vix4/index.m3u8?token=a1ce2f15b6521e280f05a1cbaf8fdead437d0c5a-f0-1789385417-1789331417: Server returned 403 Forbidden (access denied)
[Liga Nacional] Marathón vs Olimpia | Deportes TVC (STRMXHD) | https://khala.futlivehd.com/global/deportestvc/index.m3u8?token=95707ec084c20e418e77e54f2c75bf099ffb1fff-b7-1789385427-1789331427 | HTTP 403 | https://khala.futlivehd.com/global/deportestvc/index.m3u8?token=95707ec084c20e418e77e54f2c75bf099ffb1fff-b7-1789385427-1789331427: Server returned 403 Forbidden (access denied)
[Liga Paraguay] Olimpia vs Sportivo Luqueño | Tigo Sports (STRMXHD) | https://khala.futlivehd.com/global/tigo1/index.m3u8?token=8a2c26036e20276200947a8385c0577dd4e43051-54-1789385422-1789331422 | HTTP 403 | https://khala.futlivehd.com/global/tigo1/index.m3u8?token=8a2c26036e20276200947a8385c0577dd4e43051-54-1789385422-1789331422: Server returned 403 Forbidden (access denied)
[Liga Paraguay] Rubio Ñú vs Nacional Asunción | Tigo Sports (STRMXHD) | https://khala.futlivehd.com/global/tigo1/index.m3u8?token=9429a1419243ca98d1f8200151617f4df1778ef1-35-1789385422-1789331422 | HTTP 403 | https://khala.futlivehd.com/global/tigo1/index.m3u8?token=9429a1419243ca98d1f8200151617f4df1778ef1-35-1789385422-1789331422: Server returned 403 Forbidden (access denied)
[Liga Profesional] Argentinos Juniors vs Gimnasia La Plata | TNT Sports (STRMXHD) | https://khala.futlivehd.com/global/tntsports/index.m3u8?token=d6b615fd4bf1e149c4fc0d6ca7cab931024a3b8d-1f-1789385422-1789331422 | HTTP 403 | https://khala.futlivehd.com/global/tntsports/index.m3u8?token=d6b615fd4bf1e149c4fc0d6ca7cab931024a3b8d-1f-1789385422-1789331422: Server returned 403 Forbidden (access denied)
